dataset,score,ambiguity,e_model,width,u_cal,sigma_cal
adult,0.4077471738392689,0.2396883303220321,0.027477200100537356,0.0030927835051546837,0.0272269005653976,0.02179578223092676
adult,0.40614797310273093,0.2396883303220321,0.031887770554344726,0.0030927835051546837,0.0272269005653976,0.021831593568355078
adult,0.26645548087047805,0.20021333703549446,0.05502357278231781,0.0013605442176870541,0.016504517503019327,0.017407407541753104
adult,0.7301468744304072,0.18163893306401246,0.029603738933789515,0.018064618812669075,0.05728209220464366,0.02903968758471061
adult,0.6701726314637081,0.21617028061224489,0.03206485209620132,0.0035714285714285587,0.02778554869842056,0.02462371363829593
adult,0.00866396755621956,0.00617915780409167,0.0029055986771332185,0.001991773926596303,0.0035082025885792077,0.0019971195407671566
adult,0.0006394760276731093,0.0006180467351948932,0.00023906403129998443,0.0012368583797155227,0.0008743204695542844,0.0002637377137957106
adult,0.5821086804801305,0.2482638888888889,0.03861359658499818,0.0016339869281045694,0.020141001692191223,0.024827837022245256
adult,0.9548048385293618,0.0334171597633136,0.011411025316702177,0.007692307692307665,0.016032937195112174,0.016635225981158224
adult,0.8010737081783975,0.11292745149178719,0.03848983643706608,0.006200466200466215,0.026461346263552322,0.023497020431232103
adult,0.026648031162169974,0.017228015316401116,0.011558173290192104,0.0015781958465893413,0.005214324713452529,0.003990300289079524
adult,0.008938348603673759,0.006221405967880191,0.00295491829098173,0.002077337958110194,0.0035949913448979,0.002095643068169513
adult,0.09915498253952783,0.08571925254688138,0.02736830720855569,0.0033222591362126325,0.016875472435555535,0.010775009039717856
adult,0.08676233865118958,0.07890561942745718,0.04457982868533707,0.01774732033034615,0.03742142840463825,0.01040853247681729
adult,0.0012799247040665659,0.0008319461786285506,0.00025113646291404016,0.0016652789342214821,0.0011770396958795347,0.0004098835383155066
adult,0.00131650443225152,0.0008583684651810913,0.00030659131450253317,0.001718213058419244,0.001214438102914033,0.0004212622738854624
adult,0.37877316898278957,0.22800438750029173,0.06054771592058186,0.00772946859903384,0.041980385343937096,0.024788925359895297
adult,0.5050018629315197,0.2482638888888889,0.043671464507150995,0.0016339869281045694,0.020141001692191223,0.02021385250699532
adult,0.0007770547147156864,0.0006501947832874543,0.00021171778348965626,0.0013012361743656475,0.0009198135530625042,0.00029500775302945977
adult,0.5989160865298941,0.2333506763787721,0.08793768841721078,0.006451612903225712,0.03880062157622908,0.03168136572347096
adult,0.03468908173938001,0.027178735283933515,0.01992905817921422,0.003289473684210526,0.009455354804904118,0.006807330593842214
adult,0.12931338191349145,0.09584023012861473,0.028812818530259493,0.003654505201225247,0.018714930389708832,0.011819999262381241
adult,0.39037425007680043,0.23921950542359574,0.039088757683078866,0.006627393225331402,0.03981710348093476,0.023403320561314472
adult,0.002308846843648179,0.0013398814647930595,0.0007330361772497182,0.0008944543828264759,0.0010947432797930802,0.0007704851608089638
adult,0.05259293298826018,0.03873528374565972,0.02091999981193717,0.0026041666666666644,0.010043561855951408,0.008628861999689479
adult,0.0012781737053612877,0.0008298749461926469,0.00027256398291486167,0.0016611295681063123,0.001174108091681188,0.0004091737163215521
adult,0.0009368230990048016,0.0006887049070462111,0.0003575989917665434,0.0013783597518952446,0.0009743116158628373,0.00033352481211675435
adult,0.0085048903952087,0.006014714398479337,0.004150863784095182,0.0016588018300716222,0.0031586736538546777,0.002017438008715057
adult,0.5642543460856225,0.2482638888888889,0.034696670360447886,0.0016339869281045694,0.020141001692191223,0.02064968450221724
adult,0.01634497557817946,0.007541661768877842,0.005185318601530097,0.0010944533334865366,0.0028729770035585606,0.0018973902924187853
adult,0.020340568064914973,0.012267269587460288,0.007423937215409134,0.010244589576130106,0.011210403299760162,0.0030246709048238293
adult,0.21319124905218687,0.16502893015784556,0.028362078428512762,0.0040485829959514,0.025848275000028623,0.022736761660387673
adult,0.007994702592399438,0.005840161838992699,0.005386386140572484,0.0013054830287206262,0.002761201217909845,0.002063168408141231
adult,0.008716631930273864,0.006205039039142633,0.0024887891989710323,0.0020441895926560944,0.00356149915426638,0.0019914995017148015
adult,0.42999852924471577,0.2396883303220321,0.07590201025511284,0.0030927835051546837,0.0272269005653976,0.022658396243476597
adult,0.001138586081014819,0.0007770003071721058,0.00023459212513156434,0.0015552099533437014,0.0010992718551228228,0.00038782741852225856
adult,0.017359627052688224,0.008570801530604875,0.004460391151747838,0.003186721672114259,0.005226161017895317,0.0022557613539532636
adult,0.23545123887950414,0.20021333703549446,0.032841734666409814,0.0013605442176870541,0.016504517503019327,0.020411070225438047
adult,0.2849502438095326,0.20021333703549446,0.0728742680652033,0.0013605442176870541,0.016504517503019327,0.016817056707940134
adult,0.03676279518152287,0.027178735283933515,0.009234989502290491,0.003289473684210526,0.009455354804904118,0.00669134873232757
adult,0.1760304504543129,0.13257078570492756,0.02662660404393007,0.0038302633844035094,0.022533997122729653,0.01847809108182691
adult,0.0009274469796536291,0.0006849311850859758,0.00020671704482151708,0.0013708019191226869,0.0009689710950192642,0.0003300367941659006
adult,0.033162386745856996,0.022373350672458606,0.008386761289735088,0.011897001303780966,0.01631489448694624,0.005027095060289664
adult,0.09145770715708237,0.08571925254688138,0.06264667732175105,0.0033222591362126325,0.016875472435555535,0.010993023975576891
adult,0.3597748532328502,0.22740083573887482,0.09051735411481404,0.004217680516726163,0.03096940545737194,0.023412226337679306
adult,0.2007812759831263,0.15941653313224619,0.029443051703114287,0.009708737864077666,0.03934124211792289,0.02299848232811611
adult,0.04968863699803275,0.03873528374565972,0.013095580746058853,0.0026041666666666644,0.010043561855951408,0.008290060333502264
adult,0.0009286675148571645,0.000686812862389438,0.0003160673124716153,0.0013745704467353953,0.0009716340170446202,0.000331507036074676
adult,0.12829014912095463,0.09529449588896785,0.03552898780055488,0.0022657943521887935,0.014694139327633367,0.011871120582023054
adult,0.009189965144434846,0.006221405967880191,0.0025418491059240452,0.002077337958110194,0.0035949913448979,0.0020516692335011476
adult,0.7945856448731924,0.11357394806048653,0.03033379459505249,0.007948717948717876,0.030046085925709877,0.024430571504134795
adult,0.05462534444135253,0.05767470847354055,0.016475920133502027,0.017638691322901856,0.03189524070928348,0.01135758986670843
adult,0.35650661352568697,0.22740083573887482,0.05543654230115304,0.004217680516726163,0.03096940545737194,0.022006205465529505
adult,0.07386336106380541,0.07226464100434361,0.03077851790912957,0.0018450184501844907,0.011546843549168434,0.010759628204387603
adult,0.35267047309411165,0.2236775698088252,0.022088990904949504,0.0029498525073746173,0.025686880700934164,0.021730866968022344
adult,0.0009962181947806644,0.0007230654204041626,0.0003215647768424068,0.001447178002894356,0.0010229390847271717,0.00036571838315378936
adult,0.03813913275039248,0.028552635240898724,0.009058230518833988,0.006204535729567827,0.01330999044047266,0.007684252422603222
adult,0.9961669859884412,0.0011947414207550532,0.0014996998950159953,0.0023923444976076125,0.001690630966239307,0.0001183176255470687
adult,0.07818777250530261,0.07247374525241997,0.018499966259952264,0.002341157865360155,0.013025838887757333,0.010378955995932903
adult,0.042466444984115094,0.03873528374565972,0.01162248821377221,0.0026041666666666644,0.010043561855951408,0.00819270026486339
adult,0.7190819182630456,0.18673204372142918,0.03424544654481921,0.005919589392643254,0.033247210789477795,0.0269925439529123
adult,0.016142174491827685,0.007541661768877842,0.005990296971136009,0.0010944533334865366,0.0028729770035585606,0.0019427919401541172
adult,0.6985059227572334,0.18673204372142918,0.058696418619665576,0.005919589392643254,0.033247210789477795,0.028564297358278014
adult,0.852445311893915,0.0963003615702479,0.032626285536769425,0.011363636363636354,0.03308054247697577,0.0249542524159564
adult,0.04614674710613688,0.03873528374565972,0.01612629223092286,0.0026041666666666644,0.010043561855951408,0.007955008980712672
adult,0.028474502330140723,0.01802443423026589,0.008114766495726249,0.0028248587570621486,0.007135578524300419,0.005050769487667346
adult,0.0005813947332221464,0.0006090131721379445,0.00035660974306031594,0.001218769043266301,0.0008615372314317808,0.0002548290332481041
adult,0.013065914267489352,0.007541661768877842,0.0023316030641084076,0.0010944533334865366,0.0028729770035585606,0.002055992591383575
adult,0.04165005118735712,0.03546997071671319,0.01717853092868967,0.008078499369482975,0.016927614600721126,0.0085188790009109
adult,0.5855401637943758,0.2482638888888889,0.04905977682221953,0.0016339869281045694,0.020141001692191223,0.027321063256550995
adult,0.49195644787183135,0.2482638888888889,0.10468558089393275,0.0016339869281045694,0.020141001692191223,0.020153319227355918
adult,0.06488511471611363,0.07226464100434361,0.012033840896825073,0.0018450184501844907,0.011546843549168434,0.010736112124028595
adult,0.0014743426591053163,0.0013398814647930595,0.0004805650076949773,0.0008944543828264759,0.0010947432797930802,0.0008572470781557117
adult,0.06024288943365053,0.06694422177201104,0.013296031803362349,0.012563109075965709,0.029000475170717688,0.011757404314887213
adult,0.3627159310061116,0.22740083573887482,0.04338486413548509,0.004217680516726163,0.03096940545737194,0.02345687686369845
adult,0.698313258451169,0.18673204372142918,0.05268342752588727,0.005919589392643254,0.033247210789477795,0.028564297358278014
adult,0.02616531903692508,0.017147740165182633,0.006677867795764566,0.0014118245738151541,0.00492032528910457,0.0039624958762335336
adult,0.08124701200714918,0.07346664821374391,0.011330276718723603,0.004701005914168721,0.018584056278083183,0.01078837363988509
adult,0.514032261047355,0.2482638888888889,0.048250917876589416,0.0016339869281045694,0.020141001692191223,0.01985772203056923
adult,0.02279082200163943,0.017147740165182633,0.009377222886384247,0.0014118245738151541,0.00492032528910457,0.004275975588804224
adult,0.3269930399165203,0.2236775698088252,0.03161850515995938,0.0029498525073746173,0.025686880700934164,0.020538203387237202
adult,0.38871971762026214,0.23921950542359574,0.026832481737140777,0.006627393225331402,0.03981710348093476,0.023236779617393847
adult,0.4012792900472818,0.2396883303220321,0.027634183363583812,0.0030927835051546837,0.0272269005653976,0.021897023108188224
adult,0.48341374808473087,0.2482638888888889,0.036226792820401865,0.0016339869281045694,0.020141001692191223,0.021241164831293614
adult,0.011983621082869529,0.007541661768877842,0.002814383839116153,0.0010944533334865366,0.0028729770035585606,0.0020598143058421343
adult,0.4220421237734265,0.2396883303220321,0.04690694725091154,0.0030927835051546837,0.0272269005653976,0.02193378607756843
adult,0.006141507411364959,0.0045170144520787405,0.0017628396928741359,0.003105059356081953,0.003745076499350112,0.0016262233517337621
adult,0.06705998286281563,0.07226464100434361,0.0147929301783575,0.0018450184501844907,0.011546843549168434,0.010428917628876499
adult,0.535332848208475,0.2482638888888889,0.034724600722632365,0.0016339869281045694,0.020141001692191223,0.020017739280615128
adult,0.0070025388224587036,0.005840161838992699,0.0011663718481822358,0.0013054830287206262,0.002761201217909845,0.0020435074571816584
adult,0.21771890551075967,0.16502893015784556,0.018315520161818376,0.0040485829959514,0.025848275000028623,0.0229735377657848
adult,0.0008133627586042204,0.0006587612420691186,0.0001936707087147354,0.0013183915622940012,0.0009319362977748221,0.00030370278033912897
adult,0.985387035689859,0.004149305555555541,0.004218786646892997,0.008333333333333304,0.005880267536115686,0.000920326510882834
adult,0.3352982764733702,0.2236775698088252,0.023367815848849414,0.0029498525073746173,0.025686880700934164,0.020485782904489894
adult,0.07290073475090875,0.07226464100434361,0.02779218345769888,0.0018450184501844907,0.011546843549168434,0.010767383515232258
adult,0.514688184881973,0.2482638888888889,0.030630949506901036,0.0016339869281045694,0.020141001692191223,0.01985772203056923
adult,0.06543196349831049,0.07226464100434361,0.01886077089694252,0.0018450184501844907,0.011546843549168434,0.010681217825909807
adult,0.12985154134565305,0.097412109375,0.02392850822161855,0.0062500000000000056,0.024674393277115257,0.012193700127722145
adult,0.009895795142525586,0.006221405967880191,0.002875290263526933,0.002077337958110194,0.0035949913448979,0.0019956814662675753
adult,0.019927288314072294,0.011924986167295072,0.009692553753587676,0.009542835190165194,0.010667622867325999,0.0028417777676809563
adult,0.30337859056122296,0.20021333703549446,0.045823012234795374,0.0013605442176870541,0.016504517503019327,0.017548663960409924
adult,0.0494132577187587,0.03873528374565972,0.01253906414612985,0.0026041666666666644,0.010043561855951408,0.008361110794194252
adult,0.0016421891510145432,0.0013398814647930595,0.0007115427954626711,0.0008944543828264759,0.0010947432797930802,0.000842064153324555
adult,0.7284980401530666,0.18163893306401246,0.04187778852697677,0.018064618812669075,0.05728209220464366,0.027245476548228932
adult,0.021126000479254746,0.017147740165182633,0.005051747423522044,0.0014118245738151541,0.00492032528910457,0.004461014210845949
adult,0.00130646187810638,0.000848895821858923,0.0007878920442566966,0.0016992353440951572,0.0012010303010155025,0.00041749851838232576
adult,0.022627411896667268,0.017147740165182633,0.00575196401367346,0.0014118245738151541,0.00492032528910457,0.004280993133020215
adult,0.6023359901128755,0.2333506763787721,0.03926877789628653,0.006451612903225712,0.03880062157622908,0.03156806491804629
adult,0.5345906695571155,0.2482638888888889,0.10415786369581972,0.0016339869281045694,0.020141001692191223,0.020017739280615128
adult,0.0031468322681330757,0.001993624323469978,0.001047088709035939,0.002206320810971974,0.002097277958242954,0.0007300569389616202
adult,0.6579263842789123,0.21617028061224489,0.04246042860230663,0.0035714285714285587,0.02778554869842056,0.0244620462274069
adult,0.011176911536347575,0.006497464413887114,0.0032090417611977946,0.0026366140540762355,0.004138998186701098,0.0018319847210172963
adult,0.6345503146746435,0.21617028061224489,0.03491194340524712,0.0035714285714285587,0.02778554869842056,0.02505827939588662
adult,0.0006060844201567109,0.0006116205660317997,0.000192975649883352,0.0012239902080783353,0.0008652268973409528,0.0002575748539164505
adult,0.23086394673317834,0.19574034286664016,0.029076345698740468,0.01984023778562144,0.0623180146242899,0.025109473510081946
adult,0.4102648971961099,0.2396883303220321,0.03574892925618749,0.0030927835051546837,0.0272269005653976,0.02179578223092676
adult,0.3173976422174837,0.2236775698088252,0.04846653832265007,0.0029498525073746173,0.025686880700934164,0.023531115853922657
adult,0.5742530748888544,0.2482638888888889,0.03569509775503965,0.0016339869281045694,0.020141001692191223,0.021794451315697745
adult,0.016256665525338623,0.007541661768877842,0.007586926055871874,0.0010944533334865366,0.0028729770035585606,0.0019243086328415513
adult,0.003824432497335572,0.0025459751423246644,0.0016697455056935268,0.003316071932962998,0.0029056215705911006,0.0009369604708096525
adult,0.7491920167974955,0.15931689049586784,0.031876786166261,0.011363636363636354,0.04254902125995749,0.030572814245299652
adult,0.12889450442613903,0.09584023012861473,0.029603085299062037,0.003654505201225247,0.018714930389708832,0.011835155157768305
adult,0.5196121517829518,0.2482638888888889,0.04371418491466432,0.0016339869281045694,0.020141001692191223,0.01965573165071187
adult,0.1477583146823574,0.11355853013641007,0.03307546535147568,0.00542635658914728,0.02482355893621196,0.01640968244668131
adult,0.013200099053118048,0.007541661768877842,0.005279264052043766,0.0010944533334865366,0.0028729770035585606,0.002055992591383575
adult,0.5628765522688756,0.2482638888888889,0.04060159960119154,0.0016339869281045694,0.020141001692191223,0.02064968450221724
adult,0.23608834219128041,0.20021333703549446,0.049574291175996606,0.0013605442176870541,0.016504517503019327,0.020411070225438047
adult,0.32895374704909935,0.2236775698088252,0.04170326377116537,0.0029498525073746173,0.025686880700934164,0.020484873147886006
adult,0.7107110290674719,0.18673204372142918,0.02094760456315143,0.005919589392643254,0.033247210789477795,0.0265957009886464
adult,0.02870162609210735,0.01802443423026589,0.00825831283751773,0.0028248587570621486,0.007135578524300419,0.005034767189642993
adult,0.9937508399911663,0.0015552061800641912,0.00159423796112619,0.0031152647975077885,0.0022011085992336985,0.00018498232098174835
adult,0.7797253319057093,0.11830124869927158,0.02707687502660259,0.016129032258064502,0.04368162836296127,0.02859603508924194
adult,0.42673591220069035,0.2396883303220321,0.04171696958399772,0.0030927835051546837,0.0272269005653976,0.02184489436184865
adult,0.0024887417862052247,0.001457243171021917,0.0012985502351143493,0.0011298371151492327,0.0012831396729967952,0.0007478540227853186
adult,0.009814248575190329,0.006221405967880191,0.0027334816794567698,0.002077337958110194,0.0035949913448979,0.0020003444661676147
adult,0.22525610427042253,0.18946837994457041,0.03647885210971219,0.031746031746031744,0.07755558783601306,0.026877474176227677
adult,0.11076634539127037,0.09529449588896785,0.018457511227997794,0.0022657943521887935,0.014694139327633367,0.012401092558311361
adult,0.020325669298430337,0.012267269587460288,0.006265994705038991,0.010244589576130106,0.011210403299760162,0.0030246709048238293
adult,0.7106182242135074,0.18673204372142918,0.027949444119306607,0.005919589392643254,0.033247210789477795,0.026595436775973008
adult,0.2847927916859604,0.20021333703549446,0.03542562140003344,0.0013605442176870541,0.016504517503019327,0.016784927739459887
adult,0.01979598744545368,0.010676014291912086,0.005087997393432741,0.006986444212721585,0.008636398454486808,0.0027989317561412973
adult,0.0017180924493809902,0.0013398814647930595,0.0005651221976406732,0.0008944543828264759,0.0010947432797930802,0.0008363812220624089
adult,0.036032765415135955,0.027178735283933515,0.011906514035558764,0.003289473684210526,0.009455354804904118,0.006808219808937732
adult,0.0014652386588849405,0.0013398814647930595,0.0004260606581610217,0.0008944543828264759,0.0010947432797930802,0.0008580940640018182
adult,0.011232875306120584,0.006520455232720384,0.0026486745774647736,0.0026832062250384415,0.004182789269198225,0.0018324849824967089
adult,0.7588361574497585,0.15931689049586784,0.0372770118168066,0.011363636363636354,0.04254902125995749,0.03243860000868216
adult,0.18808794031760098,0.13726010150407078,0.02035632264578062,0.016362837689435555,0.04739161067263445,0.022288394192392518
adult,0.014975873489144226,0.007541661768877842,0.004127430800268744,0.0010944533334865366,0.0028729770035585606,0.0020541251043760048
adult,0.9943706614540463,0.001481478220288983,0.0024833313985652573,0.0029673590504450953,0.0020966825713521365,0.00017088941669608502
adult,0.2848858328513339,0.20021333703549446,0.03658101772928487,0.0013605442176870541,0.016504517503019327,0.016817056707940134
adult,0.9015775056802252,0.06698955327888895,0.024571283583759727,0.08286713286713288,0.0745065917370508,0.015452802245002338
adult,0.004166993826450849,0.002872020988480826,0.001450944137682505,0.003971725665835325,0.0033774072115702954,0.0009914547499554835
adult,0.008126969111003076,0.005840161838992699,0.0023279209615069043,0.0013054830287206262,0.002761201217909845,0.002046369553723479
adult,0.08095272251726295,0.07346664821374391,0.037195648045538765,0.004701005914168721,0.018584056278083183,0.010790141391748637
adult,0.0062396148759466955,0.004592350303561202,0.003991690886459296,0.0032571226265675365,0.003867537728691665,0.0016293889512915027
adult,0.5262607898358033,0.2482638888888889,0.053009717750786015,0.0016339869281045694,0.020141001692191223,0.019969223858431046
adult,0.20986811010883316,0.16502893015784556,0.059281505548984835,0.0040485829959514,0.025848275000028623,0.02312214724118306
adult,0.03559520628622235,0.027178735283933515,0.009556970048114384,0.003289473684210526,0.009455354804904118,0.006705696427404121
adult,0.4056682764086973,0.2396883303220321,0.03211024949632282,0.0030927835051546837,0.0272269005653976,0.021849531907887017
adult,0.008753713349240223,0.006221405967880191,0.002051188161271327,0.002077337958110194,0.0035949913448979,0.0021154442826367237
adult,0.014073045154334577,0.007541661768877842,0.002807644372780681,0.0010944533334865366,0.0028729770035585606,0.002055992591383575
adult,0.5914864144593375,0.2365140478668054,0.02559934253902296,0.032258064516129004,0.08734692561881176,0.035463216773675005
adult,0.01212679603887818,0.007541661768877842,0.0032111994101490272,0.0010944533334865366,0.0028729770035585606,0.0020584766494392954
adult,0.003066118717538811,0.0019404531367811656,0.0010196313218113163,0.0020995575932214287,0.0020184382867997814,0.0007249420038112163
adult,0.11209700495931608,0.09529449588896785,0.026818133210796513,0.0022657943521887935,0.014694139327633367,0.011958495138480985
adult,0.019005906390190147,0.00904083861686824,0.004102541220521007,0.003649635036496351,0.00574419370977612,0.0031717814381119445
adult,0.00924129401182542,0.006221405967880191,0.0024251590132502512,0.002077337958110194,0.0035949913448979,0.002048026000295135
adult,0.0013691480311738562,0.0008936543341835184,0.0004143879135141938,0.0017889087656529517,0.0012643836727372938,0.0004335475662637734
adult,0.4805581222602171,0.2482638888888889,0.048918819253121866,0.0016339869281045694,0.020141001692191223,0.023598213074210343
adult,0.20307004016701577,0.16502893015784556,0.026840985226676307,0.0040485829959514,0.025848275000028623,0.022982157570969452
adult,0.10809850465276737,0.09529449588896785,0.04312819814647026,0.0022657943521887935,0.014694139327633367,0.012323356872326333
adult,0.034022826654340775,0.027178735283933515,0.00983128133068607,0.003289473684210526,0.009455354804904118,0.006833486511248288
adult,0.41219382648120517,0.2396883303220321,0.06280127077816657,0.0030927835051546837,0.0272269005653976,0.021906469730329645
adult,0.05676274495795201,0.06412026246907383,0.019630315592220247,0.0059880239520958,0.01959473570833461,0.01242793970598039
adult,0.5425970471494307,0.2482638888888889,0.0733485157710317,0.0016339869281045694,0.020141001692191223,0.020564191528044944
adult,0.0020915653566804413,0.0013398814647930595,0.0015418840720000785,0.0008944543828264759,0.0010947432797930802,0.0007936462931854091
adult,0.005703970044424542,0.004245972912840362,0.0018830741293482905,0.0025581626236886525,0.0032957380367411864,0.0016098412198552066
adult,0.010390469841858083,0.006221405967880191,0.003352617265521843,0.002077337958110194,0.0035949913448979,0.0018790998420187236
adult,0.33806192934934015,0.2236775698088252,0.0768714798591188,0.0029498525073746173,0.025686880700934164,0.02065305973657654
adult,0.0656270507635597,0.07226464100434361,0.015314266882193159,0.0018450184501844907,0.011546843549168434,0.01066158195634951
adult,0.008789537954167375,0.006221405967880191,0.0016398077080873382,0.002077337958110194,0.0035949913448979,0.002111588584888185
adult,0.35596663924378846,0.22740083573887482,0.02620598181209433,0.004217680516726163,0.03096940545737194,0.022249169924271655
adult,0.9677574970296269,0.018860946745562063,0.012116374960029874,0.012820512820512886,0.015550145001204626,0.008895360869683035
adult,0.12490413783044298,0.09529449588896785,0.033584699980418235,0.0022657943521887935,0.014694139327633367,0.012070688107536294
adult,0.013551846092737433,0.007541661768877842,0.003600500054077412,0.0010944533334865366,0.0028729770035585606,0.002055992591383575
adult,0.7875101138831401,0.11578462456597223,0.02213917722110227,0.013958333333333295,0.04020149729259709,0.02463395189129729
adult,0.18557495642844585,0.13473954936297,0.03514245699965022,0.008897498194234688,0.0346243396637253,0.019905694748843517
adult,0.18339173134962147,0.13473954936297,0.030540523860594467,0.008897498194234688,0.0346243396637253,0.019794153756257732
adult,0.5339625345286111,0.2482638888888889,0.04604990582851609,0.0016339869281045694,0.020141001692191223,0.020017739280615128
adult,0.38914572596368346,0.23921950542359574,0.06030099143615533,0.006627393225331402,0.03981710348093476,0.023233989876796767
adult,0.009326607939697442,0.006221405967880191,0.002192688516736344,0.002077337958110194,0.0035949913448979,0.00204276343048098
adult,0.0010393630898932265,0.0007342139942267025,0.00022554189601724976,0.0014695077149155032,0.0010387170591239301,0.000370799400934344
adult,0.7413391224035267,0.1806136880026475,0.030033522761225326,0.018628912071535053,0.0580054869190578,0.03022936998213373
adult,0.032887686589823724,0.02150461369231993,0.00912955657299365,0.010077874484654147,0.014721440066521183,0.005140483935989361
adult,0.05728606251647078,0.06412026246907383,0.012386625428930566,0.0059880239520958,0.01959473570833461,0.012301076949720274
adult,0.4254675972464059,0.2396883303220321,0.023364247992718037,0.0030927835051546837,0.0272269005653976,0.021659071039602816
adult,0.20802113053330132,0.16502893015784556,0.045915274299952555,0.0040485829959514,0.025848275000028623,0.023039413245557663
adult,0.9954760746711588,0.001300387912326315,0.006257789551719631,0.0026041666666666297,0.0018402246751460533,0.00013814715634581838
adult,0.5995820064555919,0.2333506763787721,0.036388615023567175,0.006451612903225712,0.03880062157622908,0.03156806491804629
adult,0.01248386524903734,0.007541661768877842,0.002799713750376651,0.0010944533334865366,0.0028729770035585606,0.0020562594643746095
adult,0.0744169853188568,0.07226464100434361,0.018873072948534287,0.0018450184501844907,0.011546843549168434,0.010747672236539019
adult,0.008599383984539707,0.006125376871118183,0.0017776703225859032,0.0018828636222400514,0.0033960637925602947,0.002007122073967389
adult,0.4318075591086102,0.2396883303220321,0.05079551380133287,0.0030927835051546837,0.0272269005653976,0.022659529753402585
adult,0.12042735070683973,0.09529449588896785,0.02917077301491599,0.0022657943521887935,0.014694139327633367,0.011985638478086437
adult,0.48366681943443524,0.2482638888888889,0.03296808991762891,0.0016339869281045694,0.020141001692191223,0.02124117882276103
adult,0.42582305606712045,0.2396883303220321,0.0377908452738386,0.0030927835051546837,0.0272269005653976,0.021661638196995125
adult,0.06649612870487563,0.07226464100434361,0.0138476430652901,0.0018450184501844907,0.011546843549168434,0.010649677428508442
adult,0.32475110232894905,0.2236775698088252,0.06741781583151296,0.0029498525073746173,0.025686880700934164,0.020686689205270028
adult,0.006316884697871944,0.004639379219836915,0.004642279626792993,0.0033520609878364828,0.003943536748984924,0.0016290424135860949
adult,0.6959184504417305,0.18673204372142918,0.05003318692891396,0.005919589392643254,0.033247210789477795,0.029258435188286427
adult,0.06362251777692914,0.07226464100434361,0.022375076416816783,0.0018450184501844907,0.011546843549168434,0.010894889786943583
